"STATION","NAME","DATE","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-01","75",",,S","45",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-02",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-03","73",",,S","41",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-04","76",",,S","45",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-05",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-06",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-07",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-08","78",",,S","44",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-09","79",",,S","48",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-10",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-11","77",",,S","50",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-12",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-13","79",",,S","52",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-14","81",",,S","50",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-15",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-16",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-17","75",",,S","46",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-18","77",",,S","46",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-19",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-20",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-21",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-22",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-23",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-24",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-25",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-26",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-27",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-28",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-29",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-30",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-10-31","76",",,S","48",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-11-01","78",",,S","49",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-11-02",,,,
